=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      May 26 09:58:51 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1081 (1081) (0 property flop bits)   0 (0)     43353 (44457)   100500   35      24390       15667           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             1418   0           52053
[2]     SA1          0             2466   0           51005
[3]     Total        0             3884   0           103058


********************************************************************************************

---[ <SA0> ]---------------------------------------------------------------------
[447]   SHIF_STG.U1350.B1                                         Unknown
[448]   SHIF_STG.U1350.Y                                          Unknown
[449]   SHIF_STG.U1361.A1                                         Unknown
[450]   SHIF_STG.U1361.A2                                         Unknown
[451]   SHIF_STG.U1361.B1                                         Unknown
[452]   SHIF_STG.U1361.Y                                          Unknown
[453]   SHIF_STG.U1369.A1                                         Unknown
[454]   SHIF_STG.U1369.A2                                         Unknown
[455]   SHIF_STG.U1369.B1                                         Unknown
[456]   SHIF_STG.U1369.Y                                          Unknown
[457]   SHIF_STG.U1377.A1                                         Unknown
[458]   SHIF_STG.U1377.A2                                         Unknown
[459]   SHIF_STG.U1377.B1                                         Unknown
[460]   SHIF_STG.U1377.Y                                          Unknown
[461]   SHIF_STG.U1416.A1                                         Unknown
[462]   SHIF_STG.U1416.A2                                         Unknown
[463]   SHIF_STG.U1416.B1                                         Unknown
[464]   SHIF_STG.U1416.Y                                          Unknown
[465]   SHIF_STG.U1423.A1                                         Unknown
[466]   SHIF_STG.U1423.A2                                         Unknown
[467]   SHIF_STG.U1423.B1                                         Unknown
[468]   SHIF_STG.U1423.Y                                          Unknown
[469]   SHIF_STG.U1432.A1                                         Unknown
[470]   SHIF_STG.U1432.A2                                         Unknown
[471]   SHIF_STG.U1432.B1                                         Unknown
[472]   SHIF_STG.U1432.Y                                          Unknown
[473]   SHIF_STG.U1440.A1                                         Unknown
[474]   SHIF_STG.U1440.A2                                         Unknown
[475]   SHIF_STG.U1440.B1                                         Unknown
[476]   SHIF_STG.U1440.Y                                          Unknown
[477]   SHIF_STG.U1449.A1                                         Unknown
[478]   SHIF_STG.U1449.A2                                         Unknown
[479]   SHIF_STG.U1449.B1                                         Unknown
[480]   SHIF_STG.U1449.Y                                          Unknown
[481]   SHIF_STG.U1458.A1                                         Unknown
[482]   SHIF_STG.U1458.A2                                         Unknown
[483]   SHIF_STG.U1458.B1                                         Unknown
[484]   SHIF_STG.U1458.Y                                          Unknown
[485]   SHIF_STG.U1477.A1                                         Unknown
[486]   SHIF_STG.U1477.A2                                         Unknown
[487]   SHIF_STG.U1477.B1                                         Unknown
[488]   SHIF_STG.U1477.Y                                          Unknown
[489]   SHIF_STG.U1502.A1                                         Unknown
[490]   SHIF_STG.U1502.A2                                         Unknown
[491]   SHIF_STG.U1502.B1                                         Unknown
[492]   SHIF_STG.U1502.Y                                          Unknown
[493]   SHIF_STG.U1505.A1                                         Unknown
[494]   SHIF_STG.U1505.A2                                         Unknown
[495]   SHIF_STG.U1505.B1                                         Unknown
[496]   SHIF_STG.U1505.Y                                          Unknown
[497]   SHIF_STG.U1513.A1                                         Unknown
[498]   SHIF_STG.U1513.A2                                         Unknown
[499]   SHIF_STG.U1513.B1                                         Unknown
[500]   SHIF_STG.U1513.Y                                          Unknown
[501]   SHIF_STG.U1522.A1                                         Unknown
[502]   SHIF_STG.U1522.A2                                         Unknown
[503]   SHIF_STG.U1522.B1                                         Unknown
[504]   SHIF_STG.U1522.Y                                          Unknown
[505]   SHIF_STG.U1530.A1                                         Unknown
[506]   SHIF_STG.U1530.A2                                         Unknown
[507]   SHIF_STG.U1530.B1                                         Unknown
[508]   SHIF_STG.U1530.Y                                          Unknown
[509]   SHIF_STG.U1534.A1                                         Unknown
[510]   SHIF_STG.U1534.A2                                         Unknown
[511]   SHIF_STG.U1534.B1                                         Unknown
[512]   SHIF_STG.U1534.Y                                          Unknown
[513]   SHIF_STG.U1545.A1                                         Unknown
[514]   SHIF_STG.U1545.A2                                         Unknown
[515]   SHIF_STG.U1545.B1                                         Unknown
[516]   SHIF_STG.U1545.Y                                          Unknown
[517]   SHIF_STG.U1555.A1                                         Unknown
[518]   SHIF_STG.U1555.A2                                         Unknown
[519]   SHIF_STG.U1555.B1                                         Unknown
[520]   SHIF_STG.U1555.Y                                          Unknown
[521]   SHIF_STG.U1557.A1                                         Unknown
[522]   SHIF_STG.U1557.A2                                         Unknown
[523]   SHIF_STG.U1557.B1                                         Unknown
[524]   SHIF_STG.U1557.Y                                          Unknown
[525]   SHIF_STG.U1563.A1                                         Unknown
[526]   SHIF_STG.U1563.A2                                         Unknown
[527]   SHIF_STG.U1563.B1                                         Unknown
[528]   SHIF_STG.U1563.Y                                          Unknown
[529]   SHIF_STG.U1579.A1                                         Unknown
[530]   SHIF_STG.U1579.A2                                         Unknown
[531]   SHIF_STG.U1579.B1                                         Unknown
[532]   SHIF_STG.U1579.Y                                          Unknown
[533]   SHIF_STG.U1584.A1                                         Unknown
[534]   SHIF_STG.U1584.A2                                         Unknown
[535]   SHIF_STG.U1584.B1                                         Unknown
[536]   SHIF_STG.U1584.Y                                          Unknown
[537]   SHIF_STG.U1615.A1                                         Unknown
[538]   SHIF_STG.U1615.A2                                         Unknown
[539]   SHIF_STG.U1615.B1                                         Unknown
[540]   SHIF_STG.U1615.Y                                          Unknown
[541]   SHIF_STG.U1624.A1                                         Unknown
[542]   SHIF_STG.U1624.A2                                         Unknown
[543]   SHIF_STG.U1624.B1                                         Unknown
[544]   SHIF_STG.U1624.Y                                          Unknown
[545]   SHIF_STG.U1631.A1                                         Unknown
[546]   SHIF_STG.U1631.A2                                         Unknown
[547]   SHIF_STG.U1631.B1                                         Unknown
[548]   SHIF_STG.U1631.Y                                          Unknown
[549]   SHIF_STG.U1633.A1                                         Unknown
[550]   SHIF_STG.U1633.A2                                         Unknown
[551]   SHIF_STG.U1633.B1                                         Unknown
[552]   SHIF_STG.U1633.Y                                          Unknown
[553]   SHIF_STG.U1637.A1                                         Unknown
[554]   SHIF_STG.U1637.A2                                         Unknown
[555]   SHIF_STG.U1637.B1                                         Unknown
[556]   SHIF_STG.U1637.Y                                          Unknown
[557]   SHIF_STG.U1641.A1                                         Unknown
[558]   SHIF_STG.U1641.A2                                         Unknown
[559]   SHIF_STG.U1641.B1                                         Unknown
[560]   SHIF_STG.U1641.Y                                          Unknown
[561]   SHIF_STG.U1645.A1                                         Unknown
[562]   SHIF_STG.U1645.A2                                         Unknown
[563]   SHIF_STG.U1645.B1                                         Unknown
[564]   SHIF_STG.U1645.Y                                          Unknown
[565]   SHIF_STG.U1651.A1                                         Unknown
[566]   SHIF_STG.U1651.A2                                         Unknown
[567]   SHIF_STG.U1651.B1                                         Unknown
[568]   SHIF_STG.U1651.Y                                          Unknown
[569]   SHIF_STG.U1655.A1                                         Unknown
[570]   SHIF_STG.U1655.A2                                         Unknown
[571]   SHIF_STG.U1655.B1                                         Unknown
[572]   SHIF_STG.U1655.Y                                          Unknown
[573]   SHIF_STG.U1662.A1                                         Unknown
[574]   SHIF_STG.U1662.A2                                         Unknown
[575]   SHIF_STG.U1662.B1                                         Unknown
[576]   SHIF_STG.U1662.Y                                          Unknown
[577]   SHIF_STG.U1674.A1                                         Unknown
[578]   SHIF_STG.U1674.A2                                         Unknown
[579]   SHIF_STG.U1674.B1                                         Unknown
[580]   SHIF_STG.U1674.Y                                          Unknown
[581]   SHIF_STG.U1677.A1                                         Unknown
[582]   SHIF_STG.U1677.A2                                         Unknown
[583]   SHIF_STG.U1677.B1                                         Unknown
[584]   SHIF_STG.U1677.Y                                          Unknown
[585]   SHIF_STG.U1707.A1                                         Unknown
[586]   SHIF_STG.U1707.A2                                         Unknown
[587]   SHIF_STG.U1707.B1                                         Unknown
[588]   SHIF_STG.U1707.Y                                          Unknown
[589]   SHIF_STG.U1710.A1                                         Unknown
[590]   SHIF_STG.U1710.A2                                         Unknown
[591]   SHIF_STG.U1710.B1                                         Unknown
[592]   SHIF_STG.U1710.Y                                          Unknown
[593]   SHIF_STG.U1713.A1                                         Unknown
[594]   SHIF_STG.U1713.A2                                         Unknown
[595]   SHIF_STG.U1713.B1                                         Unknown
[596]   SHIF_STG.U1713.Y                                          Unknown
[597]   SHIF_STG.U1715.A1                                         Unknown
[598]   SHIF_STG.U1715.A2                                         Unknown
[599]   SHIF_STG.U1715.B1                                         Unknown
[600]   SHIF_STG.U1715.Y                                          Unknown
[601]   SHIF_STG.U1767.A1                                         Unknown
[602]   SHIF_STG.U1767.A2                                         Unknown
[603]   SHIF_STG.U1767.B1                                         Unknown
[604]   SHIF_STG.U1767.Y                                          Unknown
