=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      Jun 05 05:29:06 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1854 (1854) (0 property flop bits)   0 (0)     78854 (80805)   182896   35      44206       28722           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             2048   0           96452
[2]     SA1          0             3978   0           94522
[3]     Total        0             6026   0           190974


********************************************************************************************

---[ <SA0> ]----------------------------------------------------------------------
[487]   SHIF_STG.U1859.B1                                          Unknown
[488]   SHIF_STG.U1859.Y                                           Unknown
[489]   SHIF_STG.U1865.A1                                          Unknown
[490]   SHIF_STG.U1865.A2                                          Unknown
[491]   SHIF_STG.U1865.B1                                          Unknown
[492]   SHIF_STG.U1865.Y                                           Unknown
[493]   SHIF_STG.U1867.A1                                          Unknown
[494]   SHIF_STG.U1867.A2                                          Unknown
[495]   SHIF_STG.U1867.B1                                          Unknown
[496]   SHIF_STG.U1867.Y                                           Unknown
[497]   SHIF_STG.U1972.A1                                          Unknown
[498]   SHIF_STG.U1972.A2                                          Unknown
[499]   SHIF_STG.U1972.B1                                          Unknown
[500]   SHIF_STG.U1972.Y                                           Unknown
[501]   SHIF_STG.U1982.A1                                          Unknown
[502]   SHIF_STG.U1982.A2                                          Unknown
[503]   SHIF_STG.U1982.B1                                          Unknown
[504]   SHIF_STG.U1982.Y                                           Unknown
[505]   SHIF_STG.U2010.A1                                          Unknown
[506]   SHIF_STG.U2010.A2                                          Unknown
[507]   SHIF_STG.U2010.B1                                          Unknown
[508]   SHIF_STG.U2010.Y                                           Unknown
[509]   SHIF_STG.U2019.A1                                          Unknown
[510]   SHIF_STG.U2019.A2                                          Unknown
[511]   SHIF_STG.U2019.B1                                          Unknown
[512]   SHIF_STG.U2019.Y                                           Unknown
[513]   SHIF_STG.U2027.A1                                          Unknown
[514]   SHIF_STG.U2027.A2                                          Unknown
[515]   SHIF_STG.U2027.B1                                          Unknown
[516]   SHIF_STG.U2027.Y                                           Unknown
[517]   SHIF_STG.U2033.A1                                          Unknown
[518]   SHIF_STG.U2033.A2                                          Unknown
[519]   SHIF_STG.U2033.B1                                          Unknown
[520]   SHIF_STG.U2033.Y                                           Unknown
[521]   SHIF_STG.U2038.A1                                          Unknown
[522]   SHIF_STG.U2038.A2                                          Unknown
[523]   SHIF_STG.U2038.B1                                          Unknown
[524]   SHIF_STG.U2038.Y                                           Unknown
[525]   SHIF_STG.U2045.A1                                          Unknown
[526]   SHIF_STG.U2045.A2                                          Unknown
[527]   SHIF_STG.U2045.B1                                          Unknown
[528]   SHIF_STG.U2045.Y                                           Unknown
[529]   SHIF_STG.U2054.A1                                          Unknown
[530]   SHIF_STG.U2054.A2                                          Unknown
[531]   SHIF_STG.U2054.B1                                          Unknown
[532]   SHIF_STG.U2054.Y                                           Unknown
[533]   SHIF_STG.U2065.A1                                          Unknown
[534]   SHIF_STG.U2065.A2                                          Unknown
[535]   SHIF_STG.U2065.B1                                          Unknown
[536]   SHIF_STG.U2065.Y                                           Unknown
[537]   SHIF_STG.U2073.A1                                          Unknown
[538]   SHIF_STG.U2073.A2                                          Unknown
[539]   SHIF_STG.U2073.B1                                          Unknown
[540]   SHIF_STG.U2073.Y                                           Unknown
[541]   SHIF_STG.U2084.A1                                          Unknown
[542]   SHIF_STG.U2084.A2                                          Unknown
[543]   SHIF_STG.U2084.B1                                          Unknown
[544]   SHIF_STG.U2084.Y                                           Unknown
[545]   SHIF_STG.U2094.A1                                          Unknown
[546]   SHIF_STG.U2094.A2                                          Unknown
[547]   SHIF_STG.U2094.B1                                          Unknown
[548]   SHIF_STG.U2094.Y                                           Unknown
[549]   SHIF_STG.U2104.A1                                          Unknown
[550]   SHIF_STG.U2104.A2                                          Unknown
[551]   SHIF_STG.U2104.B1                                          Unknown
[552]   SHIF_STG.U2104.Y                                           Unknown
[553]   SHIF_STG.U2110.A1                                          Unknown
[554]   SHIF_STG.U2110.A2                                          Unknown
[555]   SHIF_STG.U2110.B1                                          Unknown
[556]   SHIF_STG.U2110.Y                                           Unknown
[557]   SHIF_STG.U2113.A1                                          Unknown
[558]   SHIF_STG.U2113.A2                                          Unknown
[559]   SHIF_STG.U2113.B1                                          Unknown
[560]   SHIF_STG.U2113.Y                                           Unknown
[561]   SHIF_STG.U2122.A1                                          Unknown
[562]   SHIF_STG.U2122.A2                                          Unknown
[563]   SHIF_STG.U2122.B1                                          Unknown
[564]   SHIF_STG.U2122.Y                                           Unknown
[565]   SHIF_STG.U2124.A1                                          Unknown
[566]   SHIF_STG.U2124.A2                                          Unknown
[567]   SHIF_STG.U2124.B1                                          Unknown
[568]   SHIF_STG.U2124.Y                                           Unknown
[569]   SHIF_STG.U2130.A1                                          Unknown
[570]   SHIF_STG.U2130.A2                                          Unknown
[571]   SHIF_STG.U2130.B1                                          Unknown
[572]   SHIF_STG.U2130.Y                                           Unknown
[573]   SHIF_STG.U2132.A1                                          Unknown
[574]   SHIF_STG.U2132.A2                                          Unknown
[575]   SHIF_STG.U2132.B1                                          Unknown
[576]   SHIF_STG.U2132.Y                                           Unknown
[577]   SHIF_STG.U2237.A1                                          Unknown
[578]   SHIF_STG.U2237.A2                                          Unknown
[579]   SHIF_STG.U2237.B1                                          Unknown
[580]   SHIF_STG.U2237.Y                                           Unknown
[581]   SHIF_STG.U2246.A1                                          Unknown
[582]   SHIF_STG.U2246.A2                                          Unknown
[583]   SHIF_STG.U2246.B1                                          Unknown
[584]   SHIF_STG.U2246.Y                                           Unknown
[585]   SHIF_STG.U2275.A1                                          Unknown
[586]   SHIF_STG.U2275.A2                                          Unknown
[587]   SHIF_STG.U2275.B1                                          Unknown
[588]   SHIF_STG.U2275.Y                                           Unknown
[589]   SHIF_STG.U2284.A1                                          Unknown
[590]   SHIF_STG.U2284.A2                                          Unknown
[591]   SHIF_STG.U2284.B1                                          Unknown
[592]   SHIF_STG.U2284.Y                                           Unknown
[593]   SHIF_STG.U2294.A1                                          Unknown
[594]   SHIF_STG.U2294.A2                                          Unknown
[595]   SHIF_STG.U2294.B1                                          Unknown
[596]   SHIF_STG.U2294.Y                                           Unknown
[597]   SHIF_STG.U2300.A1                                          Unknown
[598]   SHIF_STG.U2300.A2                                          Unknown
